id,question,gold_answer,model_answer,semantic_similarity,bert_score,rouge_l_f1,eval_time_sec
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__No-Solicit Of Customers_0,"Highlight the parts (if any) of this contract related to ""No-Solicit Of Customers"" that should be reviewed by a lawyer. Details: Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)?","Term of the  Agreement  and for a period of  eighteen





                           (18) months thereafter,  nor will Distributor solicit                            any  customer  or  potential  customer  of Company to                            purchase a competitive product during that period.","No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)? No-Solicit Of Customers - The following text highlights the parts of the contract that should be reviewed by a lawyer. Is a party restricted from contracting or soliciting customers or",0.5005513429641724,0.688744068145752,0.19354838218002093,80.51614737510681
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__No-Solicit Of Customers_1,"Highlight the parts (if any) of this contract related to ""No-Solicit Of Customers"" that should be reviewed by a lawyer. Details: Is a party restricted from contracting or soliciting customers or partners of the counterparty, whether during the contract or after the contract ends (or both)?","Distributor further agrees that it will not interfere                            with or  otherwise  disrupt  the  business  relations                            between the Company or nay of its  affiliates and any                            of their current or prospective customers,  suppliers                            or distributors, during the","The parties agree that the Distributor will not solicit or hire any executive, managerial or technical employee of the Company or any of its affiliates.",0.6877890229225159,0.7172998189926147,0.3599999952000001,5.124348402023315
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Competitive Restriction Exception_0,"Highlight the parts (if any) of this contract related to ""Competitive Restriction Exception"" that should be reviewed by a lawyer. Details: This category includes the exceptions or carveouts to Non-Compete, Exclusivity and No-Solicit of Customers above.",,"Competitive Restriction Exception: In the event that Company is unable or unwilling to promptly perform any warranty work without reasonable cause and following full and fair opportunity to do so, or in the event of the necessity for Distributor to perform such warranty work, Distributor shall be entitled to submit to Company a written notice of the defects and non-conformance of the Products, and the necessity for Distributor to perform warranty work. Company shall have fifteen (15) days to respond to Distributor's written notice. In the event that Company does not respond within such fifteen (15) day period, Distributor may, at its sole discretion, perform warranty work on the Products. In the event that Distributor performs warranty work on the Products, Distributor shall be entitled to receive a reasonable compensation for the work performed. In the event that Distributor is unable to perform such warranty work, Distributor shall be entitled to submit to Company a written notice of the defects and non-conformance of the Products, and the necessity for Distributor to perform warranty work. Company shall have fifteen (15) days to respond to Distributor's written notice. In the event that Company does not respond within such fifteen (15) day period, Distributor may, at its sole discretion, perform warranty work on the Products. In the event that Distributor performs warranty work on the Products, Distributor shall be entitled to receive a reasonable compensation for the work performed. In the event that Distributor is unable to perform such warranty work, Distributor shall be entitled to submit to Company a written notice of the defects and non-conformance of the Products, and the necessity for Distributor to perform warranty work. Company shall have fifteen (15) days to respond to Distributor's written notice. In the event that Company does not respond within such fifteen (15) day period, Distributor may, at its sole discretion, perform warranty work on the Products. In the event that Distributor performs warranty work on the Products, Distributor shall be entitled to receive a reasonable compensation for the work performed. In the event that Distributor is unable to perform such warranty work, Distributor shall be entitled to submit to Company a written notice of the defects and non-conformance of the Products, and the necessity for Distributor to perform warranty work. Company shall have fifteen (15) days to respond to Distributor's written notice. In the event that Company does not respond within such fifteen (15) day period, Distributor may, at its sole discretion, perform warranty work on the Products. In the event that Distributor performs warranty work on the Products, Distributor shall be entitled to receive a reasonable compensation for the work performed. In the event that Distributor is unable to perform such warranty work, Distributor shall be entitled to submit to Company a written notice of the defects and non-conformance of the Products, and the necessity for Distributor to perform warranty work. Company shall have fifteen (15) days to respond to Distributor's written notice. In the event that Company does not respond within such fifteen (15) day period, Distributor may, at its sole discretion, perform warranty work on the Products. In the event that Distributor performs warranty work on the Products, Distributor shall be entitled to receive a reasonable compensation for the work performed. In the event that Distributor is unable to perform such warranty work, Distributor shall be entitled to submit to Company a written notice of the defects and non-conformance of the Products, and the necessity for Distributor to perform warranty work. Company shall have fifteen (15) days to respond to Distributor's written notice. In the event that Company does not respond",0.0,0.0,0.0,79.7845344543457
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__No-Solicit Of Employees_0,"Highlight the parts (if any) of this contract related to ""No-Solicit Of Employees"" that should be reviewed by a lawyer. Details: Is there a restriction on a party’s soliciting or hiring employees and/or contractors from the  counterparty, whether during the contract or after the contract ends (or both)?","During the Term of this Agreement and for a period of                            twelve (12) months  thereafter,  the  Distributor (on                            behalf of itself,  each of its affiliates and each of                            their respective representatives) agrees that it will                            not  directly  or  indirectly  solicit  or  hire  any                            executive,  managerial  or technical  employee of the                            Company or any of its affiliates.","5.7 Nonsolicitation. (A) During the Term of this Agreement and for a period of twelve (12) months thereafter, the Distributor (on behalf of itself, each of its affiliates and each of their respective representatives) agrees that it will not directly or indirectly solicit or hire any executive, managerial or technical employee of the Company or any of its affiliates. (B) Distributor further agrees that it will not interfere with or otherwise disrupt the business relations between the Company or nay of its affiliates and any of their current or prospective customers, suppliers or distributors, during the Term of the Agreement and for a period of eighteen (18) months thereafter, nor will Distributor solicit any such customers, suppliers or distributors for the purpose of selling products or services competitive with those sold by the Company or any of its affiliates.",0.8376359939575195,0.7519531846046448,0.7079645971963349,19.827365398406982
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Non-Disparagement_0,"Highlight the parts (if any) of this contract related to ""Non-Disparagement"" that should be reviewed by a lawyer. Details: Is there a requirement on a party not to disparage the counterparty?",,,1.0,1.0,1.0,0.1445174217224121
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Termination For Convenience_0,"Highlight the parts (if any) of this contract related to ""Termination For Convenience"" that should be reviewed by a lawyer. Details: Can a party terminate this  contract without cause (solely by giving a notice and allowing a waiting  period to expire)?",,"If Company terminates the Agreement without cause and for reasons other than Distributor's failure to meet its minimum expectations; it shall repurchase from Distributor any unopened Product, and shall bear all shipping, handling and related costs notwithstanding any other remedies to which Distributor may be entitled. On demand and tender of the repurchase price, the Distributor shall be entitled to the repurchase price of the Product, and the Company shall bear all shipping, handling and related costs.",0.0,0.0,0.0,11.953253746032715
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Rofr/Rofo/Rofn_0,"Highlight the parts (if any) of this contract related to ""Rofr/Rofo/Rofn"" that should be reviewed by a lawyer. Details: Is there a clause granting one party a right of first refusal, right of first offer or right of first negotiation to purchase, license, market, or distribute equity interest, technology, assets, products or services?",Distributor  shall exercise its option to                   become  exclusive  Distributor of other Products or devices by                   serving  written  notification  on Company of its  election to                   become  exclusive  distributor  within  thirty  (30) days upon                   which  Company  informed  Distributor  in writing of Company's                   intention  to  introduce   other   Products  or  devices.,,0.0,0.0,0.0,0.1381683349609375
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Rofr/Rofo/Rofn_1,"Highlight the parts (if any) of this contract related to ""Rofr/Rofo/Rofn"" that should be reviewed by a lawyer. Details: Is there a clause granting one party a right of first refusal, right of first offer or right of first negotiation to purchase, license, market, or distribute equity interest, technology, assets, products or services?","Should Company  introduce  other products or                   devices as contemplated by recital paragraph ""A"",  Distributor                   shall  have  the  option  of  becoming   Company's   exclusive                   distributor  of such  other  Products  or  devices  within the                   Market.",,0.0,0.0,0.0,0.13543128967285156
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Rofr/Rofo/Rofn_2,"Highlight the parts (if any) of this contract related to ""Rofr/Rofo/Rofn"" that should be reviewed by a lawyer. Details: Is there a clause granting one party a right of first refusal, right of first offer or right of first negotiation to purchase, license, market, or distribute equity interest, technology, assets, products or services?","If                   Distributor  does not exercise its option as herein  provided,                   Company may  distribute  the other  Products or devices within                   the Market itself or through other distributors.",,0.0,0.0,0.0,0.13164520263671875
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Change Of Control_0,"Highlight the parts (if any) of this contract related to ""Change Of Control"" that should be reviewed by a lawyer. Details: Does one party have the right to terminate or is consent or notice required of the counterparty if such party undergoes a change of control, such as a merger, stock sale, transfer of all or substantially all of its assets or business, or assignment by operation of law?",,"Change of Control: The Distributor has the right to terminate this Agreement in the event of a change of control of the Company. In the event of a change of control, the Company has the right to repurchase any Products in the possession of the Distributor at the net invoice price paid by the Distributor to the Company less any applicable special allowances, discounts, shipping or allowances for cooperative advertising.",0.0,0.0,0.0,10.976995468139648
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Anti-Assignment_0,"Highlight the parts (if any) of this contract related to ""Anti-Assignment"" that should be reviewed by a lawyer. Details: Is consent or notice required of a party if the contract is assigned to a third party?","In  the  event  either  party  (a)  becomes                   adjudicated insolvent,  (b) discontinues its business, (c) has                   voluntary of  involuntary  bankruptcy  proceedings  instituted                   against  it, or (d) makes an  assignment  for the  benefit  of                   creditors, the other party shall be entitled to terminate this                   Agreement effective immediately upon written notice.",,0.0,0.0,0.0,0.14292502403259277
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Anti-Assignment_1,"Highlight the parts (if any) of this contract related to ""Anti-Assignment"" that should be reviewed by a lawyer. Details: Is consent or notice required of a party if the contract is assigned to a third party?","No  assignment  of this  Agreement  or any  right                   accruing  hereunder  shall be made by the Distributor in whole                   or in part,  without the prior written consent of the Company,                   which  consent  shall  not  be  unreasonably  withheld.",,0.0,0.0,0.0,0.13155674934387207
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Revenue/Profit Sharing_0,"Highlight the parts (if any) of this contract related to ""Revenue/Profit Sharing"" that should be reviewed by a lawyer. Details: Is one party required to share revenue or profit with the counterparty for any technology, goods, or services?",,The distributor has the right to repurchase any products in its possession at the net invoice price paid by the distributor to the company. This is an example of revenue sharing.,0.0,0.0,0.0,5.7538111209869385
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Price Restrictions_0,"Highlight the parts (if any) of this contract related to ""Price Restrictions"" that should be reviewed by a lawyer. Details: Is there a restriction on the  ability of a party to raise or reduce prices of technology, goods, or  services provided?","The Company  also  reserves  the right to                            increase  or  decrease  the price  per unit  based on                            Company   wide   changes   in  unit   prices  to  all                            distributors of the Company,  provided however,  that                            any price changes, other than those based on the CPI,                            shall be uniformly applied to all distributors of the                            Products   and  shall   reasonably   applied  to  all                            distributors  of the  Products  and shall  reasonably                            reflect Company's costs of manufacturing the Products                            and/or  market  demand  for  the  Products,  provided                            further  than any increase in price based upon market                            demand   shall   not  be  so  great  as  to   deprive                            Distributor  of  its  normal  and  customary   profit                            margin.",,0.0,0.0,0.0,0.1363685131072998
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Price Restrictions_1,"Highlight the parts (if any) of this contract related to ""Price Restrictions"" that should be reviewed by a lawyer. Details: Is there a restriction on the  ability of a party to raise or reduce prices of technology, goods, or  services provided?",The prices set forth in                            Section   2.4(a)  shall  be  subject  to   adjustment                            annually  on the  first  day  of  each  Product  Year                            beginning in the calendar  year 2000 and on the first                            day of each succeeding Product Year for the remainder                            of the Term and all  renewals  of this  Agreement  in                            proportion   to  the  increase  or  decrease  in  the                            Consumer  Price Index (CPI) as compared to the CPI as                            it  existed  on the  first  day of the  Term  of this                            Agreement.,,0.0,0.0,0.0,0.13480567932128906
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Minimum Commitment_0,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?","In                            order  to  maintain  the  exclusive  rights  to sell,                            lease, distribute and service Products in the Market,                            the Distributor must use all commercially  reasonably                            efforts to purchase for sale to  subdistributors  the                            following minimum quantities of the Products from the                            Company:

         On the  commencement of the Term  Distributor will issue to the Company an  irrevocable  letter of credit (""LC"") in the amount of Five Hundred  Thousand Dollars  ($500,000),  the form of which is  attached  hereto  as  Exhibit  A and incorporated  herein by reference.",,0.0,0.0,0.0,0.13391804695129395
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Minimum Commitment_1,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?",Company's representatives will                            make themselves available three days per month in the                            first   Product   Year  to  consult  with  and  train                            Distributor.,,0.0,0.0,0.0,0.1287240982055664
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Minimum Commitment_2,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?","If the  Distributor  shall fail to purchase the minimum number of units in any year, the  Distributor's  exclusive rights to sell and distribute the Product in the Market,  may at Company's sole option, be reevaluated.",,0.0,0.0,0.0,0.13338446617126465
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Minimum Commitment_3,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?","A minimum of a $250,000.00  purchase  order  must be  received  by Company by the first of each month for a total (12) month  period.",,0.0,0.0,0.0,0.1300055980682373
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Minimum Commitment_4,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?","(A)    375 units in the first Product Year (1999)

                  (B)    750 units in the next succeeding Product Year; (2000)

                  (C)    937 units in the next succeeding Product Year; (2001)

                  (D)    1,171 units in the next succeeding Product Year; (2002)

                  (E)    1,463 units in the next succeeding Product Year; (2003)

                  (F)    1,828 units in the next succeeding Product Year; (2004)

                  (G)    2,285 units in the next succeeding Product Year; (2005)

                  (H)    2,856  unit each in the lat  three  years of                          the initial Term of this  Agreement  and any                          renewals thereof.",,0.0,0.0,0.0,0.1352674961090088
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Volume Restriction_0,"Highlight the parts (if any) of this contract related to ""Volume Restriction"" that should be reviewed by a lawyer. Details: Is there a fee increase or consent requirement, etc. if one party’s use of the product/services exceeds certain threshold?",,,1.0,1.0,1.0,0.1342027187347412
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Ip Ownership Assignment_0,"Highlight the parts (if any) of this contract related to ""Ip Ownership Assignment"" that should be reviewed by a lawyer. Details: Does intellectual property created  by one party become the property of the counterparty, either per the terms of the contract or upon the occurrence of certain events?",,"The parties agree that the rights to all intellectual property created by the Company shall belong to the Distributor. The Company further agrees to indemnify and hold harmless the Distributor from any suits, claims, obligations, or proceedings arising from the ownership, validity, or enforceability of any patent, copyright, trademark, trade name, or other proprietary right owned by or licensed to the Company. This Agreement shall not be construed as constituting the Distributor and the Company as partners, joint venturers, or as creating any other form of legal association or arrangement which would impose liability upon one party for the act or omission of the other.

### Get this answer with Chegg Study

Practice problems? Overview: Intellectual Property Law - An Overview Intellectual property law is the legal protection of creations of the mind. Intellectual property law encompasses three main categories of legal rights: copyrights, trademarks, and patents. Copyrights protect the rights of authors in their original works of authorship, such as literary, artistic, musical, and dramatic works. Trademarks protect the names, logos, and other identifying features of businesses and products. Patents protect inventions, including new and useful processes, machines, articles of manufacture, and compositions of matter. The law of intellectual property is complex and ever-evolving. It is important to consult with an attorney who specializes in this area of law to ensure that your rights are protected and that you are not infringing on the rights of others.

### Get this answer with Chegg Study

Practice problems? Overview: Intellectual Property Law - An Overview Intellectual property law is the legal protection of creations of the mind. Intellectual property law encompasses three main categories of legal rights: copyrights, trademarks, and patents. Copyrights protect the rights of authors in their original works of authorship, such as literary, artistic, musical, and dramatic works. Trademarks protect the names, logos, and other identifying features of businesses and products. Patents protect inventions, including new and useful processes, machines, articles of manufacture, and compositions of matter. The law of intellectual property is complex and ever-evolving. It is important to consult with an attorney who specializes in this area of law to ensure that your rights are protected and that you are not infringing on the rights of others.",0.0,0.0,0.0,50.00497531890869
